acc,prec,rec,f1,seed,n_iter
0.9624604251469923,0.9599358974358975,0.9731925264012997,0.9665187575635337,13,43
0.9715061058344641,0.9657097288676236,0.983753046303818,0.9746478873239437,26,84
0.9633649932157394,0.9682410423452769,0.9658813972380179,0.967059780398536,39,61
0.9701492537313433,0.9626687847498014,0.9845653939886271,0.9734939759036144,52,54
0.9710538218000905,0.9679230152365678,0.9805036555645816,0.9741727199354318,65,75
